osu file format v14

[General]
AudioFilename: audio.mp3
AudioLeadIn: 0
PreviewTime: -1
Countdown: 0
SampleSet: Soft
StackLeniency: 0.7
Mode: 3
LetterboxInBreaks: 0
SpecialStyle: 0
WidescreenStoryboard: 0

[Editor]
Bookmarks: 25097
DistanceSpacing: 1
BeatDivisor: 4
GridSize: 8
TimelineZoom: 1

[Metadata]
Title:Qos-Break
TitleUnicode:Qos-Break
Artist:Sosop
ArtistUnicode:Sosop
Creator:thewhitewhale
Version:Rhyzinus
Source:
Tags:
BeatmapID:0
BeatmapSetID:-1

[Difficulty]
HPDrainRate:5
CircleSize:14
OverallDifficulty:5
ApproachRate:5
SliderMultiplier:1.4
SliderTickRate:1

[Events]
//Background and Video events
//Break Periods
//Storyboard Layer 0 (Background)
//Storyboard Layer 1 (Fail)
//Storyboard Layer 2 (Pass)
//Storyboard Layer 3 (Foreground)
//Storyboard Layer 4 (Overlay)
//Storyboard Sound Samples

[TimingPoints]
1377,348.837209302326,4,2,0,40,1,0
36347,-83.3333333333333,4,2,0,40,0,0
36435,-71.4285714285714,4,2,0,40,0,0
36478,-62.5,4,2,0,40,0,0
36522,-55.5555555555556,4,2,0,40,0,0
36565,-50,4,2,0,40,0,0
36609,-500,4,2,0,40,0,0
37656,348.837209302326,4,2,0,40,1,0
37656,-333.333333333333,4,2,0,40,0,0
37830,348.837209302326,4,2,0,40,1,0
37830,-250,4,2,0,40,0,0
38004,348.837209302326,4,2,0,40,1,0
38004,-200,4,2,0,40,0,0
38178,348.837209302326,4,2,0,40,1,0
38178,-166.666666666667,4,2,0,40,0,0
38352,348.837209302326,4,2,0,40,1,0
38352,-142.857142857143,4,2,0,40,0,0
38526,348.837209302326,4,2,0,40,1,0
38526,-125,4,2,0,40,0,0
38700,348.837209302326,4,2,0,40,1,0
38700,-111.111111111111,4,2,0,40,0,0
38874,348.837209302326,4,2,0,40,1,0
38874,-100,4,2,0,40,0,0
39048,348.837209302326,4,2,0,40,1,0


[HitObjects]
54,192,2772,5,0,0:0:0:0:
91,192,3295,1,0,0:0:0:0:
128,192,3818,1,0,0:0:0:0:
201,192,4167,1,0,0:0:0:0:
164,192,4690,1,0,0:0:0:0:
128,192,5214,1,0,0:0:0:0:
237,192,5563,1,0,0:0:0:0:
164,192,6086,1,0,0:0:0:0:
128,192,6609,1,0,0:0:0:0:
91,192,6958,1,0,0:0:0:0:
457,192,6958,1,0,0:0:0:0:
493,192,7132,1,0,0:0:0:0:
54,192,7307,1,0,0:0:0:0:
493,192,7481,1,0,0:0:0:0:
54,192,7656,1,0,0:0:0:0:
457,192,7656,1,0,0:0:0:0:
420,192,7830,1,0,0:0:0:0:
457,192,8004,1,0,0:0:0:0:
420,192,8179,1,0,0:0:0:0:
164,192,8353,1,0,0:0:0:0:
91,192,8877,1,0,0:0:0:0:
128,192,9400,1,0,0:0:0:0:
237,192,9749,1,0,0:0:0:0:
201,192,10272,1,0,0:0:0:0:
54,192,10795,1,0,0:0:0:0:
128,192,11144,1,0,0:0:0:0:
91,192,11667,1,0,0:0:0:0:
164,192,12190,1,0,0:0:0:0:
420,192,12539,1,0,0:0:0:0:
237,192,12539,1,0,0:0:0:0:
384,192,12714,1,0,0:0:0:0:
420,192,12888,1,0,0:0:0:0:
457,192,13063,1,0,0:0:0:0:
493,192,13237,1,0,0:0:0:0:
91,192,13237,1,0,0:0:0:0:
457,192,13411,1,0,0:0:0:0:
420,192,13586,1,0,0:0:0:0:
457,192,13760,1,0,0:0:0:0:
54,192,13935,128,0,15330:0:0:0:0:
128,192,14458,1,0,0:0:0:0:
164,192,14981,1,0,0:0:0:0:
237,192,15330,128,0,16725:0:0:0:0:
91,192,15853,1,0,0:0:0:0:
128,192,16377,1,0,0:0:0:0:
164,192,16725,128,0,17772:0:0:0:0:
493,192,17249,1,0,0:0:0:0:
457,192,17772,1,0,0:0:0:0:
201,192,18121,1,0,0:0:0:0:
420,192,18121,1,0,0:0:0:0:
128,192,18295,1,0,0:0:0:0:
201,192,18470,1,0,0:0:0:0:
128,192,18644,1,0,0:0:0:0:
128,192,18818,1,0,0:0:0:0:
54,192,18993,1,0,0:0:0:0:
164,192,19167,1,0,0:0:0:0:
91,192,19342,1,0,0:0:0:0:
128,192,19516,1,0,0:0:0:0:
493,192,19516,1,0,0:0:0:0:
164,192,20039,1,0,0:0:0:0:
384,192,20039,1,0,0:0:0:0:
91,192,20563,1,0,0:0:0:0:
201,192,20911,128,0,21958:0:0:0:0:
128,192,21958,1,0,0:0:0:0:
201,192,22307,1,0,0:0:0:0:
420,192,22307,1,0,0:0:0:0:
128,192,22481,1,0,0:0:0:0:
201,192,22656,1,0,0:0:0:0:
